"year" "name" "acpp" "cc" "fstprp" "fstpp" "gctr" "stpp" "pcpi" "pi" "pop" "gstpp" "cpi" "inflation_factor" "racpp" "rfstpp" "rgctr" "rstpp" "rpi" "rpcpi" "rgstpp"
"307" 1976 "Alabama" 0.501 116.2 39.9 0.2 50409197 0.12 5413 20228589 3737204 0.02 56.9 0.240352122195188 2.08444175746924 0.832112478031634 209730609.156274 0.499267486818981 84162306.5993673 22521.1242179262 0.0832112478031634
"308" 1976 "Alaska" 0.515 164.8 31.1 0.16 4649000 0.08 12320 4843292 393115 0 56.9 0.240352122195188 2.14268963093146 0.665689982425308 19342454.5518453 0.332844991212654 20150818.539754 51258.1286467487 0
"309" 1976 "Arizona" 0.487 122.3 43.1 0.21 35349459 0.13 6244 14661840 2347976 0.02 56.9 0.240352122195188 2.02619388400703 0.873718101933216 147073629.627838 0.540873110720562 61001500.0745167 25978.5515641476 0.0832112478031634
"310" 1976 "Arkansas" 0.526 119.1 49 0.258 44721125 0.178 5251 11388677 2168688 0 56.9 0.240352122195188 2.1884558172232 1.07342509666081 186065030.720562 0.740580105448155 47383301.1998594 21847.1131107206 0
"311" 1976 "California" 0.49 128 36.7 0.18 271234000 0.1 7955 174492789 21934505 0.03 56.9 0.240352122195188 2.0386755711775 0.748901230228471 1128485979.33216 0.416056239015817 725988135.267206 33097.2738137083 0.124816871704745
"312" 1976 "Colorado" 0.447 134.2 40.3 0.18 33914000 0.1 7108 18711069 2632244 0 56.9 0.240352122195188 1.8597713884007 0.748901230228471 141101312.899824 0.416056239015817 77848569.9610545 29573.2774692443 0
"313" 1976 "Connecticut" 0.584 113.4 49.7 0.29 73701000 0.21 7940 24501978 3085984 0 56.9 0.240352122195188 2.42976843585237 1.20656309314587 306637608.717047 0.873718101933216 101942008.151283 33034.8653778559 0
"314" 1976 "Delaware" 0.517 153 42.6 0.22 12409000 0.14 7445 4413098 592755 0 56.9 0.240352122195188 2.15101075571178 0.915323725834798 51628418.6994728 0.582478734622144 18360969.5628822 30975.3869947276 0
"315" 1976 "District of Columbia" 0.519 167.7 40.5 0.21 10137000 0.1 9407 6550200 696305 0.03 56.9 0.240352122195188 2.15933188049209 0.873718101933216 42175620.9490334 0.416056239015817 27252515.7680141 39138.4104042179 0.124816871704745
"316" 1976 "Florida" 0.559 130.3 44.7 0.25 185059000 0.17 6594 57334261 8695356 0.03 56.9 0.240352122195188 2.32575437609842 1.04014059753954 769949515.360281 0.707295606326889 238542769.984112 27434.748400703 0.124816871704745
"317" 1976 "Georgia" 0.495 125.9 40.4 0.2 74434653 0.12 5852 29996838 5126155 0.01 56.9 0.240352122195188 2.0594783831283 0.832112478031634 309690017.796274 0.499267486818981 124803716.006467 24347.6111072056 0.0416056239015817
"318" 1976 "Hawaii" 0.494 99.4 38.5 0.19 8603167 0.1 8364 7463349 892335 0.02 56.9 0.240352122195188 2.05531782073814 0.790506854130053 35794013.0564499 0.416056239015817 31051729.1540246 34798.943831283 0.0832112478031634
"319" 1976 "Idaho" 0.456 125.1 37.5 0.171 9332444 0.091 6248 5354633 856979 0.02 56.9 0.240352122195188 1.89721644991213 0.711456168717048 38828215.5146573 0.378611177504394 22278284.6728998 25995.1938137083 0.0832112478031634
"320" 1976 "Illinois" 0.494 134.4 40.5 0.2 178897000 0.12 7650 86911427 11360274 0.02 56.9 0.240352122195188 2.05531782073814 0.832112478031634 744312129.912127 0.499267486818981 361600414.451177 31828.30228471 0.0832112478031634
"321" 1976 "Indiana" 0.406 166.6 34.5 0.14 53081000 0.06 6507 34953336 5371552 0.02 56.9 0.240352122195188 1.68918833040422 0.582478734622144 220846812.231986 0.24963374340949 145425535.172162 27072.7794727592 0.0832112478031634
"322" 1976 "Iowa" 0.494 124.4 42.5 0.21 46500488 0.13 6658 19334083 2903770 0.02 56.9 0.240352122195188 2.05531782073814 0.873718101933216 193468181.496801 0.540873110720562 80440658.5779965 27701.0243936731 0.0832112478031634
"323" 1976 "Kansas" 0.481 127.7 39.5 0.19 32063308 0.11 6850 15745402 2298645 0.02 56.9 0.240352122195188 2.00123050966608 0.790506854130053 133401393.368858 0.457661862917399 65509727.3791213 28499.8523725835 0.0832112478031634
"324" 1976 "Kentucky" 0.369 230.9 29.8 0.11 23527000 0.03 5520 19488702 3530443 0.02 56.9 0.240352122195188 1.53524752196837 0.457661862917399 97885551.3532513 0.124816871704745 81083960.5742003 22966.3043936731 0.0832112478031634
"325" 1976 "Louisiana" 0.489 139.6 38.9 0.19 58209458 0.11 5617 22198032 3951636 0.02 56.9 0.240352122195188 2.03451500878735 0.790506854130053 242184081.706292 0.457661862917399 92356297.0747276 23369.8789455185 0.0832112478031634
"326" 1976 "Maine" 0.509 144.9 47.2 0.24 24549000 0.16 5852 6378036 1089960 0 56.9 0.240352122195188 2.11772625659051 0.998534973637961 102137646.115993 0.665689982425308 26536216.7046749 24347.6111072056 0
"327" 1976 "Maryland" 0.492 137.1 36.6 0.18 56168000 0.1 7889 32913004 4172132 0.02 56.9 0.240352122195188 2.04699669595782 0.748901230228471 233690468.330404 0.416056239015817 136936606.589525 32822.6766959578 0.0832112478031634
"328" 1976 "Massachusetts" 0.573 116.9 50.6 0.29 143083000 0.21 7098 40803404 5748868 0 56.9 0.240352122195188 2.38400224956063 1.20656309314587 595305748.471002 0.873718101933216 169765108.07283 29531.6718453427 0
"329" 1976 "Michigan" 0.483 138 39.3 0.19 139015000 0.11 7020 64001599 9117481 0.02 56.9 0.240352122195188 2.0095516344464 0.790506854130053 578380580.667838 0.457661862917399 266282645.709385 29207.1479789104 0.0832112478031634
"330" 1976 "Minnesota" 0.531 116.7 49 0.26 82524137 0.18 6753 26719839 3956602 0 56.9 0.240352122195188 2.20925862917399 1.08174622144112 343346820.68246 0.748901230228471 111169557.214482 28096.2778207381 0
"331" 1976 "Mississippi" 0.488 120.9 38.9 0.19 31194721 0.11 4864 11820319 2430324 0.03 56.9 0.240352122195188 2.03035444639719 0.790506854130053 129787582.964077 0.457661862917399 49179174.6710721 20236.9754657293 0.124816871704745
"332" 1976 "Missouri" 0.459 139.5 37 0.17 59808000 0.09 6397 30858137 4823554 0.02 56.9 0.240352122195188 1.9096981370826 0.707295606326889 248834915.43058 0.374450615114235 128387204.232548 26615.1176098418 0.0832112478031634
"333" 1976 "Montana" 0.476 124.9 42 0.2 11203768 0.12 6348 4815011 758521 0 56.9 0.240352122195188 1.98042769771529 0.832112478031634 46613975.7688576 0.499267486818981 20033153.6747979 26411.2500527241 0
"334" 1976 "Nebraska" 0.481 118.1 43.7 0.21 23744000 0.13 6615 10245780 1548901 0.01 56.9 0.240352122195188 2.00123050966608 0.873718101933216 98788393.3919156 0.540873110720562 42628206.9258348 27522.1202108963 0.0416056239015817
"335" 1976 "Nevada" 0.493 201.4 36.5 0.18 11756000 0.1 7876 5094225 646823 0.02 56.9 0.240352122195188 2.05115725834798 0.748901230228471 48911571.4586995 0.416056239015817 21194840.9420035 32768.5893848858 0.0832112478031634
"336" 1976 "New Hampshire" 0.45 290.5 44.4 0.2 28508000 0.12 6427 5443554 847025 0 56.9 0.240352122195188 1.87225307557118 0.832112478031634 118609312.618629 0.499267486818981 22648246.0411951 26739.9344815466 0
"337" 1976 "New Jersey" 0.569 122.4 47.5 0.27 170091000 0.19 7811 57361858 7344079 0 56.9 0.240352122195188 2.36736 1.12335184534271 707674217.504394 0.790506854130053 238657589.024394 32498.1528295255 0
"338" 1976 "New Mexico" 0.516 102.4 38.8 0.2 14101000 0.12 5778 6905447 1195162 0.02 56.9 0.240352122195188 2.14685019332162 0.832112478031634 58668090.2636204 0.499267486818981 28730543.0754306 24039.7294903339 0.0832112478031634
"339" 1976 "New York" 0.538 124.6 42.8 0.23 338668000 0.15 7503 134872187 17974654 0.02 56.9 0.240352122195188 2.2383825659051 0.95692934973638 1409049343.55009 0.624084358523726 561144148.71058 31216.6996133568 0.0832112478031634
"340" 1976 "North Carolina" 0.366 230.2 27.3 0.1 25092000 0.02 5712 31951060 5593463 0.02 56.9 0.240352122195188 1.52276583479789 0.416056239015817 104396831.493849 0.0832112478031634 132934378.561687 23765.1323725835 0.0832112478031634
"341" 1976 "North Dakota" 0.474 125.4 40.1 0.19 8760004 0.11 6380 4117225 645293 0.02 56.9 0.240352122195188 1.97210657293497 0.790506854130053 36446543.1800352 0.457661862917399 17129971.486819 26544.3880492091 0.0832112478031634
"342" 1976 "Ohio" 0.498 124.6 46.2 0.23 201135000 0.15 6741 72483674 10752731 0 56.9 0.240352122195188 2.07196007029877 0.95692934973638 836834716.344464 0.624084358523726 301572847.944886 28046.3510720562 0
"343" 1976 "Oklahoma" 0.479 138.6 43.8 0.21 48870860 0.13 6116 17268685 2823396 0 56.9 0.240352122195188 1.99290938488576 0.873718101933216 203330262.090685 0.540873110720562 71847441.3384886 25445.9995782074 0
"344" 1976 "Oregon" 0.444 156.5 38.3 0.17 32219000 0.09 7033 16683442 2372155 0 56.9 0.240352122195188 1.84728970123023 0.707295606326889 134049159.648506 0.374450615114235 69412501.3235852 29261.2352899824 0
"345" 1976 "Pennsylvania" 0.533 118.8 48.8 0.26 252983000 0.18 6821 81081493 11887478 0 56.9 0.240352122195188 2.21757975395431 1.08174622144112 1052551555.14938 0.748901230228471 337344610.313673 28379.1960632689 0
"346" 1976 "Rhode Island" 0.523 150.2 49.7 0.26 25351000 0.18 6550 6224331 950321 0 56.9 0.240352122195188 2.17597413005272 1.08174622144112 105474417.1529 0.748901230228471 25896717.4624956 27251.683655536 0
"347" 1976 "South Carolina" 0.422 136.8 33.2 0.14 23170887 0.06 5450 16031619 2941407 0.02 56.9 0.240352122195188 1.75575732864675 0.582478734622144 96403920.9988049 0.24963374340949 66700551.0647452 22675.065026362 0.0832112478031634
"348" 1976 "South Dakota" 0.464 116.7 43.1 0.2 9561000 0.12 5757 3954043 686843 0 56.9 0.240352122195188 1.93050094903339 0.832112478031634 39779137.0123023 0.499267486818981 16451042.5948682 23952.3576801406 0
"349" 1976 "Tennessee" 0.496 121.7 42.3 0.21 66254203 0.13 5654 24475271 4329160 0.02 56.9 0.240352122195188 2.06363894551845 0.873718101933216 275654745.191705 0.540873110720562 101830892.011529 23523.8197539543 0.0832112478031634
"350" 1976 "Texas" 0.533 121.4 49.7 0.265 273166718 0.185 6486 83693554 12903268 0 56.9 0.240352122195188 2.21757975395431 1.10254903339192 1136527173.15374 0.769704042179262 348212253.071072 26985.4076625659 0
"351" 1976 "Utah" 0.447 77.9 35.8 0.16 7518081 0.08 5810 7392847 1272365 0.02 56.9 0.240352122195188 1.8597713884007 0.665689982425308 31279445.0547627 0.332844991212654 30758401.1843937 24172.867486819 0.0832112478031634
"352" 1976 "Vermont" 0.47 171.1 42.6 0.2 9671592 0.12 5853 2839324 485144 0 56.9 0.240352122195188 1.95546432337434 0.832112478031634 40239261.9281547 0.499267486818981 11813184.6478735 24351.7716695958 0
"353" 1976 "Virginia" 0.384 158.1 27.3 0.105 19630000 0.025 6967 35757182 5132693 0.02 56.9 0.240352122195188 1.59765595782074 0.436859050966608 81671839.7188049 0.104014059753954 148769986.607241 28986.638172232 0.0832112478031634
"354" 1976 "Washington" 0.537 100.3 44.7 0.24 56868365 0.16 7376 27219877 3690561 0.03 56.9 0.240352122195188 2.23422200351494 0.998534973637961 236604380.608787 0.665689982425308 113249996.510931 30688.3081898067 0.124816871704745
"355" 1976 "West Virginia" 0.489 129.7 40.9 0.2 28102000 0.12 5427 10188341 1877440 0.02 56.9 0.240352122195188 2.03451500878735 0.832112478031634 116920124.288225 0.499267486818981 42389228.3827065 22579.3720913884 0.0832112478031634
"356" 1976 "Wisconsin" 0.521 115.4 46.1 0.24 85040000 0.16 6647 30473081 4584688 0.02 56.9 0.240352122195188 2.16765300527241 0.998534973637961 353814225.659051 0.665689982425308 126785154.720844 27655.2582073814 0.0832112478031634
"357" 1976 "Wyoming" 0.434 161.5 36.9 0.16 4834000 0.08 7250 2866956 395446 0 56.9 0.240352122195188 1.80568407732865 0.665689982425308 20112158.5940246 0.332844991212654 11928149.3078383 30164.0773286467 0
"358" 1977 "Alabama" 0.551 117.1 36.3 0.2 51516608 0.12 5890 22281919 3782736 0.02 60.6 0.255981346309814 2.15250059405941 0.781306930693069 201251414.38099 0.468784158415841 87045088.7192079 23009.4891089109 0.0781306930693069
"359" 1977 "Alaska" 0.563 159.3 28.4 0.16 4868000 0.08 12649 5026243 397363 0 60.6 0.255981346309814 2.19937900990099 0.625045544554455 19017010.6930693 0.312522772277228 19635192.4562376 49413.7568316832 0
"360" 1977 "Arizona" 0.536 121.7 39.2 0.21 35910542 0.13 6789 16480188 2427310 0.02 60.6 0.255981346309814 2.09390257425743 0.820372277227723 140285776.747723 0.507849504950495 64380425.5176238 26521.4637623762 0.0781306930693069
"361" 1977 "Arkansas" 0.565 122.6 45.6 0.258 45878425 0.178 5739 12666674 2207228 0 60.6 0.255981346309814 2.20719207920792 1.00788594059406 179225657.108911 0.695363168316832 49482800.9251485 22419.6023762376 0
"362" 1977 "California" 0.587 126.4 30.7 0.18 272021000 0.1 8662 193587811 22350247 0.04 60.6 0.255981346309814 2.29313584158416 0.703176237623762 1062659462.9703 0.390653465346535 756257492.16 33838.4031683168 0.156261386138614
"363" 1977 "Colorado" 0.574 132 40.1 0.23 34098000 0.1 7742 20872126 2696007 0 60.6 0.255981346309814 2.24235089108911 0.89850297029703 133205018.613861 0.390653465346535 81537683.510495 30244.3912871287 0
"364" 1977 "Connecticut" 0.617 117.3 47 0.29 76803000 0.21 8742 27001855 3088729 0 60.6 0.255981346309814 2.41033188118812 1.13289504950495 300033580.990099 0.820372277227723 105483682.265347 34150.9259405941 0
"365" 1977 "Delaware" 0.587 153.3 37.5 0.22 12493000 0.14 7984 4749267 594821 0 60.6 0.255981346309814 2.29313584158416 0.859437623762376 48804337.4257426 0.546914851485149 18553176.1140594 31189.7726732673 0
"366" 1977 "District of Columbia" 0.598 136.7 35.1 0.21 12669000 0.13 10315 7032458 681768 0.03 60.6 0.255981346309814 2.33610772277228 0.820372277227723 49491887.5247525 0.507849504950495 27472540.8760396 40295.904950495 0.11719603960396
"367" 1977 "Florida" 0.663 133.1 43.7 0.29 190607000 0.17 7221 64182990 8888958 0.03 60.6 0.255981346309814 2.59003247524752 1.13289504950495 744612850.693069 0.664110891089109 250733074.59802 28209.0867326733 0.11719603960396
"368" 1977 "Georgia" 0.547 127.9 36.6 0.2 75841237 0.12 6362 33159873 5211771 0.01 60.6 0.255981346309814 2.13687445544554 0.781306930693069 296276420.502178 0.468784158415841 129540192.97901 24853.3734653465 0.0390653465346535
"369" 1977 "Hawaii" 0.567 95.1 35.3 0.2 9275371 0.11 8818 8075045 915749 0.02 60.6 0.255981346309814 2.21500514851485 0.781306930693069 36234558.2352475 0.429718811881188 31545443.1207921 34447.8225742574 0.0781306930693069
"370" 1977 "Idaho" 0.515 125 33.2 0.171 9453009 0.091 6623 5850825 883446 0.02 60.6 0.255981346309814 2.01186534653465 0.668017425742574 36928507.2380198 0.355494653465346 22856450.6138614 25872.979009901 0.0781306930693069
"371" 1977 "Illinois" 0.546 134 36.6 0.2 180478000 0.12 8376 95536857 11406312 0.02 60.6 0.255981346309814 2.13296792079208 0.781306930693069 705043561.188119 0.468784158415841 373218042.553663 32721.1342574257 0.0781306930693069
"372" 1977 "Indiana" 0.5 173 37 0.185 55024000 0.06 7159 38692559 5405075 0.02 60.6 0.255981346309814 1.95326732673267 0.722708910891089 214953162.772277 0.234392079207921 151153822.564752 27966.8815841584 0.0781306930693069
"373" 1977 "Iowa" 0.546 125.5 38.5 0.21 46894948 0.13 7317 21324601 2914308 0.02 60.6 0.255981346309814 2.13296792079208 0.820372277227723 183196739.434455 0.507849504950495 83305292.7778218 28584.1140594059 0.0781306930693069
"374" 1977 "Kansas" 0.526 127.9 36.1 0.19 32492220 0.11 7409 17173852 2317836 0.02 60.6 0.255981346309814 2.05483722772277 0.742241584158416 126931983.39802 0.429718811881188 67090247.9714851 28943.5152475247 0.0781306930693069
"375" 1977 "Kentucky" 0.414 229.4 26.6 0.11 23588000 0.03 6117 21868067 3575001 0.02 60.6 0.255981346309814 1.61730534653465 0.429718811881188 92147339.4059406 0.11719603960396 85428361.539802 23896.2724752475 0.0781306930693069
"376" 1977 "Louisiana" 0.542 140 35.1 0.19 59157747 0.11 6172 24785106 4015582 0.02 60.6 0.255981346309814 2.11734178217822 0.742241584158416 231101788.676436 0.429718811881188 96823875.4788119 24111.1318811881 0.0781306930693069
"377" 1977 "Maine" 0.55 145.6 43.6 0.24 24919000 0.16 6271 6931931 1105369 0 60.6 0.255981346309814 2.14859405940594 0.937568316831683 97346937.0297029 0.625045544554455 27079828.6669307 24497.8788118812 0
"378" 1977 "Maryland" 0.521 135.7 34.5 0.18 56233000 0.1 8507 35682786 4194639 0.02 60.6 0.255981346309814 2.03530455445545 0.703176237623762 219676163.168317 0.390653465346535 139396040.041188 33232.8902970297 0.0781306930693069
"379" 1977 "Massachusetts" 0.618 118.9 46.9 0.29 145006000 0.21 7733 44419277 5744097 0 60.6 0.255981346309814 2.41423841584158 1.13289504950495 566470963.960396 0.820372277227723 173525444.882376 30209.2324752475 0
"380" 1977 "Michigan" 0.54 140.3 35.2 0.19 140488000 0.11 7861 71984775 9157247 0.02 60.6 0.255981346309814 2.10952871287129 0.742241584158416 548821240.396039 0.429718811881188 281211018.059406 30709.2689108911 0.0781306930693069
"381" 1977 "Minnesota" 0.579 117.2 44.9 0.26 83667105 0.18 7559 30082297 3979844 0 60.6 0.255981346309814 2.26188356435644 1.01569900990099 326848445.037624 0.703176237623762 117517535.686337 29529.4954455445 0
"382" 1977 "Mississippi" 0.536 122.1 35.4 0.19 31606577 0.11 5347 13153529 2459810 0.03 60.6 0.255981346309814 2.09390257425743 0.742241584158416 123472188.327921 0.429718811881188 51384716.8538614 20888.2407920792 0.11719603960396
"383" 1977 "Missouri" 0.499 140.8 34.1 0.17 60568000 0.09 7058 34195610 4845042 0.01 60.6 0.255981346309814 1.94936079207921 0.664110891089109 236610990.891089 0.351588118811881 133586335.461386 27572.3215841584 0.0390653465346535
"384" 1977 "Montana" 0.519 127 38.5 0.2 11479175 0.12 6751 5207027 771354 0 60.6 0.255981346309814 2.02749148514851 0.781306930693069 44843794.9306931 0.468784158415841 20341431.4170297 26373.0154455446 0
"385" 1977 "Nebraska" 0.536 117.7 39.2 0.21 23759000 0.13 7142 11101506 1554466 0.02 60.6 0.255981346309814 2.09390257425743 0.820372277227723 92815356.8316832 0.507849504950495 43368417.8946535 27900.4704950495 0.0781306930693069
"386" 1977 "Nevada" 0.543 190.8 33.1 0.18 11648000 0.1 8699 5899270 678134 0.02 60.6 0.255981346309814 2.12124831683168 0.703176237623762 45503315.6435644 0.390653465346535 23045702.6851485 33982.944950495 0.0781306930693069
"387" 1977 "New Hampshire" 0.497 278.8 40.2 0.2 27498000 0.12 7060 6154938 871860 0 60.6 0.255981346309814 1.94154772277228 0.781306930693069 107421889.90099 0.468784158415841 24044478.5869307 27580.1346534653 0
"388" 1977 "New Jersey" 0.619 122.8 43.6 0.27 171187000 0.19 8548 62757064 7342027 0 60.6 0.255981346309814 2.41814495049505 1.05476435643564 668747947.722772 0.742241584158416 245162645.265743 33393.0582178218 0
